barangay_profile_id,region_name,prov_name,city_name,brgy_name,brgy_code,fund_source,cycle,no_sitios,year_source,no_households,no_fmheadedhh,no_iphouseholds,no_families,no_ipfamily,no_withdisability,no_indisplaced,no_male,no_female,no_male0_5,no_female0_5,no_male6_12,no_female6_12,no_male13_16,no_female13_16,no_male17_59,no_female17_59,no_male60up,no_female60up,no_pantawid_household,no_pantawid_family,no_slp_household,no_slp_family,baragay_additiondetails,is_armedconflict,is_bounddispute,is_poldispute,is_genderviolence,is_rido_war,is_crime,is_poblacion,hrs_totown,km_frmtown,is_isolated,is_upland,is_hilly,is_lowland,is_island,is_coastal,is_brgyaffected,alloc_env,alloc_econ,alloc_infra,alloc_basic,alloc_educ,alloc_peace,alloc_inst,alloc_gender,alloc_drrm,alloc_others,is_transaccess,no_mdied5below,no_fdied5below,source_5dead,no_diedpreg,sourse_diedpreg,no_mkidmaln,no_fkidmaln,source_kidmaln,no_mkidnosch6_12,no_fkidnosch6_12,srce_kidnosch6_12,no_mkidnosch13_16,no_fkidnosch13_16,srce_kidnosch13_16,male_hdmkshhouse,fem_hdmkshouse,source_mkshouse,male_hdsquatters,fem_hdsquatters,source_squatters,male_hdnotoilet,fem_hdnotoilet,source_notoilet,male_hdsfwater,fem_hdsfwater,source_safewater,male_hdpoverty,fem_hdpoverty,source_poverty,male_hdblwfood,fem_hdblwfood,source_blwfood,male_hdfoodshrt,fem_hdfoodshrt,source_foodshort,no_malenowork,no_femnowork,source_nowork,no_malecrimev,no_femcrimev,source_crimevic,avg_hhincome,avg_mhdincome,avg_fhdincome,avg_iphdincome,no_voting_male,no_voting_female,no_labor_male,no_labor_female,access_details,access_addressed,access_remarks,water_details,water_address,water_remarks,health_details,health_address,health_remarks,literacy_details,literacy_addressed,literacy_remarks,employment_details,employment_addressed,employment_remarks,landownership_details,landownership_addressed,landownership_remarks,agriculture_details,agriculture_addressed,agriculture_remarks,peace_details,peace_addressed,peace_remarks,environment_details,environment_addressed,environment_remarks,powersupply_details,powersupply_addressed,powersupply_remarks,communication_details,communication_addressed,communication_remarks,others_details,others_addressed,others_remarks,health_number_0_5_value,health_number_0_5_reference,children_0_5_value,children_0_5_reference,pregnant_died_value,pregnant_died_reference,pregnant_total_value,pregnant_total_reference,malnourished_0_5value,malnourished_0_5reference,total_malnourished_0_5value,safewater_value,safewater_reference,sanity_value,sanity_reference,totalsanity_value,totalsanity_reference,squatting_value,squatting_reference,totalsquatting_value,totalsquatting_reference,makeshift_value,makeshift_reference,totalmakeshift_value,totalmakeshift_reference,victimized_value,victimized_reference,totalvictimized_value,totalvictimized_reference,threshold_value,threshold_reference,totalthreshold_value,totalthreshold_reference,incomeless_value,incomeless_reference,totalincomeless_value,totalincomeless_reference,lessthan_3_meals_value,lessthan_3_meals_reference,totallessthan_3_meals_value,children_6_12_elem_value,children_6_12_elem_reference,totalchildren_6_12_elem_value,children_13_16_secondary_value,laborforce_value,laborforce_reference,totallaborforce_value,totallaborforce_reference,totalsafewater_value,totalsafewater_reference,mins_totown,tot_malnourished_0_5_ref,tot_lessthan_3_meals_ref,totchild_6_12_elem_ref,child_13_16_secondary_ref,totchild_13_16_secondary_ref,totchild_13_16_secondary_val
3131,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,CAGHALONG,82605004,KC-NCDDP,NCDDP-1,1,0,64,0,0,77,0,0,0,198,180,24,19,23,26,21,18,0,0,0,0,32,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,443523,161281,0,0,0,0,0,40020.19922,80940.5,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,102,16,66,22,FARM TO MARKET ROAD,Yes,,,,,,,,LACK OF TEACHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43,,0,0,6,0,2,,43,54,,47,,64,,5,,64,,5,,64,,0,,64,,5,,64,,5,,64,,3,,64,3,,49,5,26,,88,,64,,,,,,,,39
3132,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,CAMANTANG,82605005,KC-NCDDP,NCDDP-1,7,0,315,0,0,335,0,0,0,856,829,88,77,158,138,158,138,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,7.800000191,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,423,386,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,1,0,0,0,0,,0,0,,315,,0,,0,,0,,0,,0,,1,,0,,62,,0,,32,,0,,0,,0,15,,0,18,25,,0,,300,,,,,,,,0
3133,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,CANSANGAYA,82605008,KC-NCDDP,NCDDP-1,7,0,280,0,0,1250,0,0,0,649,9601,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,414,378,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3134,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,CANTEROS,82605009,KC-NCDDP,NCDDP-1,5,0,274,0,0,312,0,0,0,590,532,58,52,91,58,40,32,0,0,0,0,62,66,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,371,347,221,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,110,,0,0,6,0,2,,110,260,,216,,274,,0,,274,,120,,273,,0,,0,,200,,274,,0,,0,,50,,0,0,,0,0,0,,0,,274,,,,,,,,0
3135,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,CAROLINA,82605010,KC-NCDDP,NCDDP-1,5,2004,334,0,0,356,0,0,0,748,613,156,51,108,101,43,37,0,0,0,0,84,84,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24,0,217,71,0,0,0,0,0,167,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,463,427,381,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3136,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,GUIBUANGAN,82605011,KC-NCDDP,NCDDP-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3137,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,MALOGO,82605014,KC-NCDDP,NCDDP-1,9,0,212,0,0,217,0,0,0,443,562,66,52,72,66,13,22,0,0,0,0,67,67,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,216,234,169,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3138,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,PANDOL,82605016,KC-NCDDP,NCDDP-1,5,2003,95,0,0,110,0,0,0,262,261,31,29,42,51,20,22,0,0,0,0,47,47,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,149,121,104,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3139,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,BARANGAY 2 POBLACION,82605020,KC-NCDDP,NCDDP-1,5,0,77,0,0,650,0,0,0,300,350,20,22,20,22,29,20,0,0,0,0,14,14,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,176,200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,22,0,0,0,0,,22,77,,70,,77,,31,,77,,6,,77,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,74,,,,,,,,0
3140,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,BARANGAY 6 POBLACION,82605024,KC-NCDDP,NCDDP-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3141,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,SOLONG,82605032,KC-NCDDP,NCDDP-1,6,2004,140,0,0,160,0,0,0,382,301,42,50,61,83,17,17,0,0,0,0,61,61,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,197,176,5,3,,,,WATER FOR THE SITIOS,No,NO FUNDS ALLOCATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3142,REGION VIII [Eastern Visayas],EASTERN SAMAR,CAN-AVID,RAWIS,82605033,KC-NCDDP,NCDDP-1,5,2004,232,0,0,260,0,0,0,549,572,56,69,66,61,38,42,0,0,0,0,70,70,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,50000,50000,116180,78000,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,327,319,34,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,8,,0,0,,0,,0,,10,,0,,138,,0,,0,,0,,0,,0,,0,,0,,0,,0,6,,0,0,0,,0,,0,,,,,,,,0
3143,REGION VIII [Eastern Visayas],EASTERN SAMAR,DOLORES,AROGANGA,82606001,KC-NCDDP,NCDDP-1,3,1,247,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
3144,REGION VIII [Eastern Visayas],EASTERN SAMAR,DOLORES,CABAGO-AN,82606004,KC-NCDDP,NCDDP-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,,0,,0,,,,,,,,0
